FIPS,State,Perc.Fair.Poor.Health,Physically.Unhealthy.Days,Mentally.Unhealthy.Days,Perc.Low.Birth.Weight,Perc.Smokers,Perc.Obese,Perc.Physically.Inactive,Perc.Excessive.Drinking,MV.Mortality.Rate,Chlamydia.Rate,Teen.Birth.Rate,Perc.Uninsured,Pr.Care.Physician.Ratio,Dentist.Ratio,Prev.Hosp.Stay.Rate,Perc.Diabetic.Screening,Perc.Mammography,Perc.High.School.Grad,Perc.Some.College,Perc.Unemployed,Perc.Children.in.Poverty,Perc.No.Soc.Emo.Support,Perc.Single.Parent.HH,Violent.Crime.Rate,Avg.Daily.Particulates,Perc.pop.in.viol,Rec.Facility.Rate,Perc.Limited.Access,Perc.Fast.Foods
27151,22,17.0,2.5,1.9,4.8,16.0,29,28,18.0,21.0,102.0,27.0,11,1953.0,2479.0,56.0,90.0,76.4,82.0,59.6,6.7,15,12.0,21,97.0,11.2,0.0,0.0,15,40.0
27155,22,11.0,2.0,2.0,5.0,16.0,28,25,18.0,16.0,84.0,28.0,14,3544.0,3644.0,26.0,92.0,73.3,82.0,70.4,5.7,19,2.0,15,268.0,10.0,0.0,0.0,16,50.0
27157,22,10.0,2.5,4.1,5.7,17.0,25,24,18.0,16.0,240.0,25.0,11,1275.0,1826.0,44.0,96.0,75.8,81.0,63.3,5.9,13,13.0,21,43.0,11.2,1.0,18.5,3,26.0
27161,22,12.0,2.3,2.3,5.8,14.0,31,24,18.0,16.0,141.0,32.0,9,1914.0,3414.0,60.0,76.0,66.2,88.0,61.7,6.3,14,15.0,25,108.0,11.4,1.0,20.9,7,48.0
27163,22,9.0,2.9,2.3,6.1,18.0,26,16,20.0,7.0,164.0,14.0,7,2166.0,1478.0,43.0,91.0,70.7,89.0,80.2,6.1,7,13.0,21,86.0,10.9,2.0,13.8,5,43.0
27169,22,9.0,2.4,2.4,5.3,16.0,31,20,20.0,11.0,210.0,11.0,12,1903.0,2070.0,62.0,91.0,75.1,82.0,67.8,5.7,15,14.0,20,103.0,11.4,5.0,11.7,4,49.0
27171,22,9.0,3.1,2.4,5.7,18.0,25,18,25.0,13.0,148.0,21.0,9,2234.0,3006.0,57.0,90.0,72.5,88.0,72.8,7.0,9,10.0,19,74.0,11.1,8.0,9.6,2,43.0
27173,22,11.0,3.3,4.8,5.3,16.0,25,21,18.0,24.0,115.0,24.0,10,1304.0,2145.0,74.0,94.0,78.3,95.0,68.2,5.6,15,12.0,26,113.0,11.0,0.0,0.0,10,55.0
28003,23,22.0,4.8,3.6,11.6,23.0,32,35,9.0,25.0,286.0,71.0,21,2060.0,2345.0,133.0,80.0,54.6,81.0,47.2,11.8,29,21.0,33,279.0,13.2,0.0,10.8,5,48.0
28005,23,23.0,4.5,4.3,11.1,28.0,37,33,9.0,32.0,518.0,57.0,24,4369.0,6612.0,81.0,88.0,53.8,61.0,47.5,11.8,33,29.0,51,279.0,11.3,0.0,15.3,11,100.0
28007,23,32.0,4.7,4.2,13.0,21.0,38,36,8.0,38.0,578.0,75.0,21,1777.0,3978.0,100.0,84.0,57.8,75.0,47.8,13.1,37,25.0,46,279.0,13.0,6.0,5.1,5,59.0
28011,23,20.0,3.7,3.4,13.8,21.0,39,32,10.0,25.0,1412.0,78.0,20,1703.0,2970.0,109.0,83.0,51.4,69.0,51.5,11.6,50,36.0,60,260.0,12.3,0.0,8.8,24,38.0
28013,23,23.0,3.8,5.5,11.7,22.0,33,37,9.0,49.0,648.0,69.0,25,3737.0,5054.0,113.0,78.0,50.9,74.0,35.2,10.3,31,27.0,45,279.0,12.8,0.0,0.0,4,50.0
28015,23,21.0,4.5,4.4,10.5,24.0,34,33,13.0,51.0,387.0,43.0,23,5293.0,1092.0,96.0,84.0,59.2,71.0,54.5,10.1,28,26.0,51,113.0,12.7,0.0,0.0,24,13.0
28017,23,27.0,4.8,3.6,11.2,24.0,35,34,10.0,35.0,949.0,95.0,24,1739.0,2934.0,107.0,80.0,53.3,60.0,47.9,12.8,31,25.0,53,266.0,12.9,0.0,0.0,3,59.0
28019,23,20.0,4.1,3.3,13.3,17.0,34,30,10.0,29.0,410.0,51.0,22,8557.0,2169.0,88.0,83.0,55.8,74.0,57.0,11.6,39,22.0,26,184.0,13.0,0.0,0.0,2,43.0
28027,23,25.0,4.4,4.2,16.7,24.0,44,37,12.0,31.0,1839.0,92.0,20,1633.0,2680.0,128.0,75.0,49.1,68.0,51.0,15.0,52,33.0,74,615.0,12.4,2.0,3.8,16,48.0
28029,23,25.0,4.8,3.4,16.1,26.0,36,38,14.0,34.0,1172.0,65.0,22,2673.0,3382.0,75.0,76.0,50.2,77.0,53.7,11.9,36,28.0,44,279.0,11.9,0.0,0.0,16,48.0
28035,23,20.0,3.9,4.5,12.2,22.0,36,32,12.0,26.0,1137.0,56.0,21,3097.0,3277.0,92.0,84.0,57.8,72.0,62.4,10.4,34,25.0,44,220.0,11.8,7.0,9.3,7,61.0
28037,23,30.0,5.5,4.1,14.1,25.0,39,39,16.0,33.0,727.0,56.0,22,2710.0,8198.0,141.0,73.0,51.2,81.0,44.6,11.8,33,23.0,34,238.0,11.5,0.0,0.0,16,40.0
28039,23,24.0,4.5,4.5,9.6,25.0,38,33,7.0,48.0,377.0,89.0,21,2520.0,3874.0,139.0,78.0,53.7,72.0,44.4,12.9,26,19.0,27,99.0,11.7,0.0,8.8,4,45.0
28041,23,29.0,4.4,3.1,8.8,28.0,40,32,10.0,30.0,299.0,62.0,23,3097.0,8715.0,148.0,77.0,43.8,78.0,30.0,13.3,25,23.0,34,68.0,12.0,0.0,7.0,7,60.0
28043,23,29.0,4.8,4.6,12.1,29.0,37,36,16.0,26.0,877.0,69.0,21,1989.0,2460.0,72.0,83.0,58.2,69.0,48.9,11.2,31,30.0,52,379.0,12.7,0.0,18.3,8,55.0
28047,23,20.0,4.1,4.9,10.5,28.0,36,30,16.0,20.0,586.0,60.0,23,1841.0,1486.0,89.0,76.0,61.2,78.0,57.6,9.7,31,23.0,42,238.0,11.3,0.0,6.4,16,49.0
28049,23,21.0,3.5,4.1,15.4,21.0,36,35,13.0,21.0,1188.0,60.0,20,1306.0,1299.0,70.0,81.0,63.6,68.0,61.8,9.5,37,29.0,58,712.0,12.2,9.0,9.0,11,63.0
28051,23,23.0,4.4,4.3,14.6,26.0,41,35,9.0,43.0,1604.0,87.0,22,1911.0,4926.0,71.0,86.0,50.0,66.0,43.2,18.5,53,39.0,71,279.0,12.7,0.0,0.0,20,50.0
28053,23,24.0,2.4,3.1,15.9,21.0,41,34,10.0,51.0,1600.0,113.0,21,3111.0,4119.0,82.0,83.0,47.5,82.0,43.4,16.1,53,25.0,71,1400.0,12.5,0.0,0.0,12,40.0
28057,23,27.0,4.8,4.9,9.4,30.0,35,36,8.0,37.0,342.0,46.0,21,4681.0,6085.0,75.0,84.0,56.5,72.0,47.3,11.1,26,19.0,28,279.0,12.8,12.0,4.3,4,45.0
28059,23,19.0,4.0,4.6,10.6,26.0,33,29,13.0,24.0,395.0,56.0,21,1995.0,2936.0,82.0,77.0,65.7,77.0,56.3,11.2,25,21.0,36,316.0,11.5,14.0,10.0,9,51.0
28061,23,24.0,4.8,2.7,13.7,21.0,39,36,13.0,43.0,844.0,63.0,21,5660.0,5689.0,67.0,79.0,44.8,72.0,49.1,12.1,34,26.0,42,279.0,12.6,12.0,0.0,6,50.0
28063,23,30.0,4.8,3.2,16.2,23.0,45,38,13.0,28.0,1527.0,85.0,21,2574.0,4119.0,118.0,78.0,38.7,77.0,37.9,16.7,46,25.0,68,433.0,11.6,24.0,0.0,4,67.0
28065,23,26.0,4.3,5.7,15.6,23.0,35,32,12.0,62.0,1033.0,71.0,24,4155.0,3145.0,115.0,86.0,70.9,76.0,47.6,13.2,43,31.0,56,279.0,11.9,0.0,0.0,1,67.0
28067,23,22.0,4.0,3.9,11.5,20.0,37,33,7.0,33.0,608.0,80.0,23,1996.0,2680.0,78.0,84.0,55.9,74.0,53.4,8.5,32,23.0,42,308.0,12.2,3.0,4.4,8,69.0
28069,23,28.0,4.3,3.7,14.6,30.0,38,34,15.0,18.0,622.0,38.0,24,1041.0,5563.0,70.0,78.0,58.5,59.0,43.7,14.0,39,35.0,55,83.0,13.5,0.0,0.0,20,50.0
28073,23,19.0,3.4,3.9,9.5,20.0,32,29,12.0,23.0,167.0,42.0,18,7007.0,1151.0,81.0,83.0,65.9,82.0,72.0,8.0,22,17.0,27,142.0,11.7,15.0,12.5,5,54.0
28077,23,24.0,4.4,4.2,12.5,28.0,36,35,12.0,53.0,828.0,62.0,21,2150.0,6452.0,103.0,80.0,52.4,75.0,59.0,12.4,28,26.0,37,279.0,11.8,0.0,7.7,9,55.0
28079,23,24.0,4.7,3.8,12.2,24.0,36,39,12.0,32.0,1063.0,82.0,24,7938.0,6415.0,136.0,77.0,54.3,70.0,46.6,11.8,43,27.0,42,14.0,13.0,17.0,4.2,6,65.0
28081,23,18.0,4.1,3.5,11.2,23.0,34,31,9.0,24.0,790.0,69.0,19,1064.0,1911.0,62.0,89.0,56.3,72.0,61.4,10.6,25,20.0,42,193.0,12.8,10.0,8.4,7,56.0
28083,23,21.0,4.0,3.6,14.0,23.0,39,35,12.0,26.0,1188.0,83.0,22,1699.0,3841.0,74.0,86.0,56.6,65.0,41.7,14.3,62,34.0,73,659.0,12.5,62.0,12.4,21,48.0
28085,23,24.0,4.7,3.7,11.4,20.0,36,35,10.0,34.0,740.0,60.0,19,2905.0,2965.0,81.0,86.0,64.7,71.0,54.7,10.9,36,23.0,41,123.0,11.7,0.0,14.3,11,68.0
28087,23,21.0,3.8,4.0,12.0,26.0,37,34,13.0,15.0,684.0,61.0,23,2215.0,1698.0,56.0,86.0,56.9,71.0,58.3,11.6,34,24.0,45,247.0,13.3,0.0,10.0,11,46.0
28089,23,16.0,3.1,2.6,11.2,13.0,29,26,13.0,15.0,549.0,41.0,16,3097.0,1769.0,67.0,80.0,70.1,81.0,75.2,7.4,19,17.0,31,164.0,12.6,3.0,14.7,6,55.0
28091,23,26.0,5.6,5.0,11.2,31.0,36,30,11.0,41.0,613.0,87.0,22,2256.0,5555.0,99.0,79.0,51.6,74.0,42.4,11.3,42,29.0,42,210.0,11.7,1.0,11.1,9,68.0
28095,23,25.0,5.0,5.5,12.4,24.0,35,37,7.0,27.0,538.0,60.0,21,1942.0,2869.0,105.0,85.0,59.3,82.0,48.6,13.0,30,29.0,45,279.0,13.0,0.0,2.7,3,33.0
28097,23,23.0,3.6,3.3,13.5,22.0,36,37,10.0,48.0,778.0,69.0,22,1092.0,2756.0,119.0,84.0,54.6,76.0,54.3,13.3,43,27.0,52,279.0,12.8,39.0,0.0,29,60.0
28099,23,28.0,4.7,3.9,11.2,30.0,35,34,8.0,38.0,832.0,87.0,24,2118.0,2731.0,113.0,75.0,55.7,79.0,51.4,8.7,33,27.0,47,279.0,13.2,0.0,6.7,2,67.0
28101,23,23.0,4.0,4.9,11.4,23.0,33,34,9.0,28.0,893.0,55.0,22,3618.0,7437.0,104.0,74.0,60.5,74.0,60.9,10.0,31,20.0,37,279.0,12.9,0.0,4.6,6,88.0
28105,23,17.0,3.4,3.2,11.6,16.0,32,26,10.0,17.0,694.0,24.0,19,2648.0,3469.0,58.0,88.0,74.9,75.0,76.3,10.9,32,21.0,44,220.0,13.1,0.0,8.4,16,45.0
28107,23,23.0,4.8,4.8,11.8,24.0,36,37,11.0,51.0,913.0,91.0,21,2892.0,3891.0,107.0,82.0,52.3,69.0,50.6,13.1,36,30.0,50,297.0,12.5,0.0,5.8,12,57.0
28109,23,25.0,5.1,5.2,9.2,31.0,33,30,13.0,36.0,256.0,55.0,24,3283.0,5176.0,111.0,83.0,56.1,72.0,52.2,11.0,34,21.0,35,162.0,11.4,0.0,5.4,6,59.0
28111,23,28.0,5.9,4.3,9.9,25.0,36,37,9.0,47.0,498.0,63.0,22,1225.0,4119.0,126.0,82.0,44.9,70.0,54.9,11.8,31,22.0,38,279.0,11.8,21.0,0.0,3,50.0
28113,23,27.0,4.4,4.7,13.9,25.0,39,36,10.0,30.0,876.0,74.0,21,2020.0,2292.0,117.0,82.0,57.0,67.0,51.0,12.5,42,31.0,47,278.0,11.4,4.0,9.9,5,63.0
28115,23,24.0,5.4,5.0,10.5,25.0,34,35,10.0,17.0,267.0,71.0,22,4286.0,7559.0,88.0,88.0,54.2,86.0,43.7,9.9,25,16.0,32,12.0,12.7,4.0,3.3,5,46.0
28117,23,25.0,4.1,4.7,10.1,27.0,34,33,6.0,38.0,285.0,61.0,22,3150.0,2606.0,108.0,85.0,54.5,85.0,43.0,11.7,34,23.0,33,279.0,13.0,0.0,4.0,3,60.0
28121,23,15.0,3.1,3.6,10.6,22.0,35,28,13.0,21.0,295.0,47.0,17,1449.0,1845.0,89.0,87.0,67.1,82.0,66.8,6.6,17,17.0,31,117.0,12.4,15.0,15.5,8,62.0
28123,23,26.0,4.6,4.5,13.3,28.0,38,35,11.0,51.0,1008.0,90.0,27,4722.0,4080.0,131.0,79.0,52.5,73.0,34.6,8.7,35,25.0,50,233.0,12.7,16.0,7.1,9,68.0
28125,23,17.0,2.4,1.7,13.7,23.0,40,36,10.0,29.0,875.0,90.0,21,2439.0,4119.0,116.0,85.0,42.6,66.0,45.1,13.1,52,25.0,69,72.0,12.3,79.0,0.0,4,100.0
28129,23,20.0,4.4,3.9,11.4,16.0,34,36,5.0,34.0,479.0,55.0,22,5487.0,8285.0,103.0,79.0,61.8,75.0,44.6,10.0,29,20.0,40,279.0,12.4,12.0,0.0,5,67.0
28131,23,21.0,5.3,4.7,9.4,27.0,34,31,7.0,27.0,444.0,47.0,22,3578.0,6394.0,109.0,80.0,57.6,79.0,53.6,9.6,29,21.0,36,279.0,11.6,0.0,11.2,8,53.0
28133,23,24.0,4.4,3.6,14.9,24.0,42,34,11.0,25.0,1402.0,93.0,21,3678.0,4868.0,105.0,77.0,44.4,65.0,43.8,16.3,50,31.0,65,503.0,12.4,19.0,3.4,16,58.0
28135,23,34.0,5.2,6.0,15.1,22.0,37,34,11.0,43.0,1223.0,85.0,24,7677.0,5925.0,79.0,82.0,49.7,66.0,33.5,12.9,45,25.0,64,279.0,12.5,11.0,0.0,38,75.0
28139,23,31.0,5.5,6.1,12.6,24.0,35,40,5.0,35.0,346.0,71.0,25,3705.0,4503.0,100.0,88.0,52.4,81.0,40.0,13.4,29,25.0,40,110.0,13.0,0.0,0.0,4,50.0
28141,23,21.0,4.7,5.4,9.3,23.0,28,31,11.0,33.0,168.0,55.0,23,2448.0,9934.0,118.0,77.0,54.8,85.0,42.4,12.9,27,29.0,28,279.0,13.2,0.0,0.0,0,31.0
28143,23,26.0,3.6,3.0,14.4,23.0,40,39,9.0,28.0,1494.0,118.0,21,1075.0,4119.0,110.0,87.0,44.0,57.0,50.1,19.0,46,25.0,67,744.0,12.6,0.0,0.0,20,71.0
28147,23,24.0,4.8,3.5,10.1,22.0,39,36,10.0,45.0,414.0,60.0,23,1714.0,5184.0,126.0,78.0,53.7,81.0,52.1,12.9,38,24.0,35,71.0,11.5,0.0,13.0,14,56.0
28153,23,27.0,4.6,4.7,14.0,18.0,35,33,11.0,31.0,506.0,76.0,23,3464.0,1046.0,124.0,69.0,47.4,69.0,47.5,12.2,47,24.0,34,279.0,12.4,43.0,0.0,2,42.0
28155,23,26.0,4.2,4.2,11.5,23.0,33,35,9.0,37.0,371.0,62.0,22,2060.0,2589.0,159.0,85.0,59.9,77.0,46.1,13.8,32,19.0,32,279.0,12.9,3.0,0.0,6,25.0
28157,23,28.0,4.7,4.2,16.6,22.0,40,36,13.0,35.0,749.0,75.0,22,2463.0,2755.0,89.0,86.0,52.4,70.0,32.6,12.4,46,30.0,55,279.0,11.1,0.0,0.0,8,100.0
28159,23,22.0,4.2,4.3,14.0,21.0,36,35,11.0,40.0,703.0,61.0,23,3198.0,4900.0,59.0,89.0,64.2,78.0,57.3,15.1,33,36.0,45,116.0,13.2,2.0,0.0,8,52.0
28163,23,24.0,3.8,3.4,13.4,26.0,36,35,12.0,26.0,1197.0,92.0,20,7005.0,6408.0,85.0,81.0,53.6,61.0,41.0,12.9,41,33.0,60,279.0,12.5,1.0,0.0,22,58.0
29005,24,15.0,2.9,3.4,5.3,21.0,30,29,13.0,27.0,18.0,28.0,15,5655.0,1917.0,119.0,81.0,55.6,93.0,57.9,7.3,17,24.0,18,79.0,8.3,45.0,17.7,2,29.0
29009,24,18.0,4.8,4.8,7.9,29.0,30,33,16.0,30.0,155.0,64.0,21,1693.0,5122.0,51.0,85.0,63.6,88.0,40.8,8.1,29,17.0,27,312.0,10.2,0.0,11.2,3,32.0
29011,24,14.0,3.6,3.0,7.7,23.0,33,29,13.0,31.0,129.0,50.0,18,2478.0,1248.0,100.0,92.0,55.4,89.0,49.6,9.9,28,17.0,28,220.0,8.9,0.0,0.0,9,57.0
29013,24,18.0,3.9,2.8,6.8,25.0,30,29,20.0,25.0,111.0,53.0,19,4262.0,8680.0,132.0,80.0,50.0,84.0,40.4,10.4,24,16.0,23,288.0,9.1,7.0,11.7,2,38.0
29019,24,11.0,2.9,3.6,7.7,18.0,28,21,16.0,13.0,598.0,21.0,14,3052.0,1831.0,55.0,85.0,73.8,84.0,76.5,5.8,19,18.0,29,393.0,11.1,0.0,12.9,12,44.0
29021,24,22.0,4.4,4.2,7.4,28.0,37,31,16.0,15.0,419.0,62.0,14,1649.0,2033.0,89.0,85.0,60.1,84.0,49.8,7.4,24,20.0,37,438.0,8.9,0.0,12.4,7,56.0
29023,24,27.0,6.4,4.9,10.0,34.0,33,33,10.0,32.0,318.0,71.0,17,3052.0,2184.0,85.0,87.0,67.8,79.0,51.8,8.2,34,23.0,34,444.0,12.4,0.0,4.7,7,52.0
29025,24,14.0,2.4,2.7,9.6,24.0,35,32,13.0,28.0,191.0,49.0,16,3052.0,9646.0,99.0,83.0,50.4,89.0,48.9,8.9,20,19.0,24,254.0,9.6,23.0,0.0,8,20.0
29029,24,17.0,3.0,4.2,6.8,28.0,27,33,12.0,23.0,157.0,40.0,19,1189.0,2357.0,61.0,83.0,67.7,85.0,56.6,10.7,29,18.0,38,178.0,10.2,2.0,11.4,3,24.0
29031,24,15.0,3.5,4.6,8.1,20.0,28,28,13.0,10.0,568.0,34.0,15,1149.0,1771.0,57.0,88.0,67.5,80.0,62.0,7.1,21,17.0,32,471.0,12.3,1.0,6.6,7,46.0
29033,24,19.0,3.8,2.7,6.4,21.0,31,27,13.0,33.0,172.0,39.0,16,3098.0,3127.0,156.0,76.0,56.8,91.0,47.7,10.1,23,13.0,23,89.0,10.0,9.0,0.0,6,36.0
29035,24,17.0,4.0,3.0,10.0,23.0,31,31,13.0,52.0,80.0,63.0,21,6297.0,6337.0,133.0,87.0,55.1,81.0,38.8,9.3,37,17.0,34,83.0,11.7,33.0,0.0,28,60.0
29039,24,13.0,3.1,2.2,5.8,23.0,31,30,13.0,25.0,122.0,52.0,20,3499.0,3538.0,73.0,75.0,57.7,90.0,44.2,8.1,40,17.0,35,213.0,9.3,50.0,7.1,3,40.0
29041,24,23.0,3.7,5.0,6.0,14.0,31,31,18.0,23.0,141.0,29.0,17,3052.0,3960.0,65.0,83.0,65.1,92.0,57.0,8.7,20,20.0,30,334.0,10.4,13.0,0.0,11,22.0
29045,24,17.0,3.9,2.9,6.2,23.0,33,32,7.0,36.0,70.0,50.0,19,2380.0,3615.0,137.0,74.0,53.5,82.0,52.3,9.0,25,17.0,25,177.0,11.1,0.0,0.0,5,30.0
29047,24,14.0,3.4,3.8,6.8,22.0,28,27,18.0,13.0,310.0,32.0,11,1767.0,1774.0,83.0,87.0,67.2,86.0,71.7,7.7,12,15.0,28,758.0,9.2,0.0,7.6,6,51.0
29051,24,13.0,3.1,2.2,7.5,21.0,28,26,21.0,18.0,465.0,36.0,11,1208.0,2079.0,73.0,85.0,71.0,82.0,64.4,6.4,18,19.0,35,382.0,10.9,0.0,14.5,6,49.0
29053,24,12.0,2.9,2.2,9.3,23.0,30,26,13.0,16.0,199.0,39.0,17,2515.0,3828.0,75.0,85.0,56.4,90.0,52.0,8.6,23,12.0,29,151.0,10.6,23.0,11.4,8,52.0
29055,24,18.0,5.4,4.7,8.6,23.0,32,29,13.0,22.0,158.0,62.0,17,6159.0,8322.0,90.0,86.0,63.6,80.0,44.7,10.0,31,17.0,35,168.0,11.2,40.0,8.1,2,36.0
29057,24,17.0,4.0,3.0,6.0,23.0,29,29,13.0,49.0,76.0,44.0,21,1966.0,8000.0,51.0,86.0,61.3,85.0,42.3,9.0,31,9.0,36,101.0,9.3,0.0,0.0,3,38.0
29061,24,14.0,4.6,3.5,7.5,23.0,32,29,15.0,34.0,178.0,37.0,23,8451.0,8603.0,108.0,84.0,51.0,90.0,48.2,8.9,30,18.0,19,95.0,9.5,22.0,0.0,9,44.0
29063,24,11.0,2.2,3.7,6.8,21.0,32,30,13.0,12.0,116.0,37.0,16,4296.0,1644.0,99.0,81.0,53.6,92.0,37.1,8.3,16,17.0,22,130.0,9.1,11.0,0.0,14,57.0
29067,24,16.0,6.0,3.8,8.5,23.0,32,30,13.0,28.0,154.0,57.0,20,4544.0,3439.0,54.0,86.0,63.5,90.0,40.5,8.7,37,17.0,24,340.0,10.8,1.0,7.3,18,27.0
29069,24,27.0,6.3,5.3,11.3,32.0,35,42,13.0,32.0,294.0,86.0,17,1772.0,4073.0,106.0,86.0,55.9,77.0,35.0,10.4,44,25.0,45,331.0,13.0,20.0,3.1,4,45.0
29071,24,15.0,3.8,3.9,7.4,28.0,31,27,15.0,24.0,158.0,37.0,15,1611.0,2560.0,74.0,86.0,73.8,82.0,59.1,9.3,14,18.0,26,210.0,11.6,33.0,10.8,2,47.0
29073,24,17.0,5.0,3.4,7.7,23.0,32,33,13.0,23.0,131.0,43.0,18,2176.0,5162.0,64.0,88.0,63.3,90.0,51.8,9.2,22,16.0,28,190.0,11.4,0.0,0.0,2,29.0
29075,24,20.0,4.6,3.9,6.4,17.0,31,31,13.0,27.0,89.0,41.0,19,2245.0,2304.0,158.0,82.0,48.8,88.0,50.2,6.7,23,12.0,33,32.0,9.1,0.0,14.8,1,60.0
29077,24,17.0,4.1,3.5,7.1,22.0,30,26,12.0,13.0,337.0,38.0,17,1012.0,1592.0,52.0,89.0,67.0,83.0,67.3,7.4,24,17.0,33,517.0,9.8,0.0,10.5,6,53.0
29079,24,17.0,3.8,3.6,7.4,25.0,29,28,8.0,32.0,224.0,55.0,18,1467.0,2655.0,115.0,81.0,55.8,92.0,52.3,7.2,28,21.0,26,171.0,9.8,57.0,0.0,13,50.0
29085,24,17.0,4.0,3.0,5.0,23.0,32,30,4.0,24.0,94.0,58.0,23,9640.0,9715.0,67.0,84.0,60.5,93.0,43.9,12.4,41,17.0,33,29.0,9.7,19.0,10.4,3,8.0
29087,24,9.0,2.1,3.2,6.7,23.0,31,29,13.0,29.0,143.0,47.0,18,2451.0,5004.0,75.0,81.0,63.6,94.0,53.8,6.9,21,13.0,21,143.0,8.5,0.0,40.8,36,50.0
29089,24,10.0,3.3,2.8,9.3,23.0,31,33,13.0,27.0,345.0,22.0,17,2531.0,2710.0,52.0,86.0,59.3,87.0,52.9,7.6,23,15.0,28,97.0,10.8,4.0,0.0,11,18.0
29093,24,17.0,5.3,6.1,7.3,23.0,34,30,13.0,28.0,151.0,53.0,17,2647.0,1086.0,93.0,82.0,45.0,87.0,47.7,10.3,36,17.0,23,204.0,11.4,9.0,18.9,10,20.0
29095,24,15.0,3.5,3.9,8.5,24.0,33,26,16.0,13.0,817.0,56.0,18,1380.0,1508.0,64.0,85.0,64.9,73.0,62.6,9.6,27,22.0,42,828.0,9.4,0.0,7.3,7,51.0
29099,24,16.0,3.8,4.4,7.4,29.0,36,31,20.0,18.0,154.0,32.0,14,4295.0,4093.0,98.0,87.0,66.4,83.0,64.2,8.9,17,20.0,26,275.0,11.9,2.0,5.0,7,55.0
29103,24,15.0,3.4,3.0,6.7,23.0,32,32,2.0,26.0,73.0,33.0,25,1376.0,4215.0,52.0,88.0,43.9,87.0,51.2,6.3,36,17.0,25,148.0,10.9,0.0,48.4,11,38.0
29105,24,21.0,4.6,4.0,7.1,28.0,32,35,8.0,22.0,290.0,67.0,18,1484.0,3997.0,80.0,86.0,61.7,86.0,43.1,11.1,27,16.0,32,513.0,10.1,0.0,11.2,8,39.0
29109,24,21.0,4.6,3.3,7.7,23.0,30,30,9.0,27.0,197.0,51.0,19,1754.0,2796.0,57.0,91.0,60.5,80.0,47.3,7.7,27,14.0,34,341.0,9.7,26.0,10.4,4,40.0
29113,24,16.0,4.8,4.5,6.5,30.0,36,27,17.0,21.0,200.0,41.0,15,6585.0,6664.0,75.0,88.0,59.3,87.0,49.3,10.2,19,17.0,26,205.0,12.0,43.0,7.6,5,40.0
29115,24,19.0,3.2,4.4,6.2,28.0,37,35,21.0,17.0,180.0,46.0,16,1592.0,6447.0,77.0,79.0,52.5,85.0,51.8,10.8,25,24.0,21,201.0,10.2,3.0,0.0,11,47.0
29117,24,17.0,4.4,4.0,7.3,22.0,28,34,8.0,17.0,244.0,58.0,15,1519.0,2066.0,86.0,83.0,64.1,83.0,49.8,8.1,23,17.0,35,208.0,9.9,12.0,0.0,3,31.0
29119,24,19.0,4.3,3.8,8.0,23.0,32,32,8.0,32.0,173.0,72.0,23,7693.0,3873.0,89.0,82.0,53.4,83.0,41.6,7.7,33,18.0,31,379.0,10.1,20.0,4.3,2,29.0
29125,24,11.0,3.4,3.0,6.0,23.0,31,31,13.0,28.0,109.0,45.0,19,9194.0,4630.0,95.0,81.0,68.4,81.0,48.4,7.3,28,17.0,34,112.0,10.9,74.0,0.0,2,22.0
29127,24,16.0,4.2,4.2,7.3,25.0,29,32,11.0,18.0,414.0,53.0,14,1027.0,2152.0,76.0,88.0,64.4,87.0,50.2,7.5,24,18.0,36,407.0,11.4,68.0,24.3,6,48.0
29129,24,10.0,2.9,2.1,9.6,23.0,32,36,11.0,26.0,238.0,26.0,20,3779.0,3830.0,99.0,85.0,46.2,100.0,51.4,6.4,24,12.0,44,158.0,9.7,0.0,26.5,5,20.0
29131,24,25.0,4.7,3.3,6.7,23.0,30,31,19.0,35.0,170.0,55.0,18,4119.0,4997.0,79.0,85.0,54.5,83.0,42.6,11.3,31,17.0,29,379.0,10.6,77.0,8.1,1,38.0
29133,24,17.0,4.0,3.0,12.2,23.0,31,38,7.0,34.0,348.0,93.0,18,3596.0,8129.0,88.0,86.0,59.9,74.0,30.8,10.5,40,17.0,46,469.0,13.1,0.0,7.0,0,44.0
29137,24,19.0,4.0,2.7,9.4,27.0,31,29,13.0,34.0,260.0,30.0,19,2934.0,4466.0,70.0,87.0,57.8,91.0,45.2,10.6,27,11.0,24,337.0,11.3,0.0,11.4,1,17.0
29139,24,17.0,4.5,2.4,7.7,23.0,32,30,13.0,38.0,90.0,45.0,18,2449.0,1264.0,78.0,86.0,62.2,89.0,43.5,10.1,26,17.0,34,139.0,11.7,21.0,8.2,5,38.0
29143,24,26.0,6.7,4.8,12.1,26.0,32,32,8.0,31.0,459.0,74.0,16,4732.0,4815.0,94.0,86.0,54.9,85.0,41.1,9.5,34,23.0,42,291.0,13.0,35.0,0.0,2,41.0
29147,24,15.0,2.9,3.4,6.6,15.0,31,30,13.0,15.0,338.0,14.0,14,1670.0,5398.0,61.0,88.0,70.5,91.0,54.0,6.8,18,15.0,21,179.0,8.7,2.0,4.3,22,52.0
29149,24,26.0,4.0,3.9,9.6,23.0,33,35,13.0,44.0,92.0,48.0,21,1092.0,1104.0,57.0,90.0,45.2,94.0,39.8,8.7,40,17.0,26,236.0,11.7,0.0,0.0,9,30.0
