State,County,Perc.Fair.Poor.Health,Physically.Unhealthy.Days,Mentally.Unhealthy.Days,Perc.Low.Birth.Weight,Perc.Smokers,Perc.Obese,Perc.Physically.Inactive,Perc.Excessive.Drinking,MV.Mortality.Rate,Chlamydia.Rate,Teen.Birth.Rate,Perc.Uninsured,Pr.Care.Physician.Ratio,Dentist.Ratio,Prev.Hosp.Stay.Rate,Perc.Diabetic.Screening,Perc.Mammography,Perc.High.School.Grad,Perc.Some.College,Perc.Unemployed,Perc.Children.in.Poverty,Perc.No.Soc.Emo.Support,Perc.Single.Parent.HH,Violent.Crime.Rate,Avg.Daily.Particulates,Perc.pop.in.viol,Rec.Facility.Rate,Perc.Limited.Access,Perc.Fast.Foods,source
18,114,24.0,4.3,3.6,8.4,26.0,33,31,12.0,37.0,353.0,56.0,21,2109.0,4644.0,126.0,85.0,58.8,87.0,47.0,7.9,24,18.0,33.0,305.0,10.0,61.0,5.6,15,59.0,train
18,144,23.0,3.7,3.5,13.1,26.0,39,30,18.0,33.0,725.0,61.0,20,7178.0,4891.0,128.0,85.0,59.0,80.0,42.1,8.9,38,22.0,51.0,221.0,11.2,14.0,0.0,12,67.0,train
18,168,18.0,3.5,3.5,10.9,29.0,31,27,18.0,15.0,510.0,53.0,19,2304.0,2254.0,94.0,82.0,61.1,78.0,59.5,5.7,21,20.0,33.0,827.0,11.3,2.0,11.1,7,56.0,train
18,231,18.0,3.7,2.8,14.2,22.0,32,31,13.0,19.0,1512.0,67.0,21,3283.0,1606.0,84.0,80.0,59.8,62.0,55.2,7.2,33,24.0,56.0,748.0,11.2,84.0,9.4,14,55.0,train
18,233,19.0,3.7,3.2,10.9,23.0,35,30,16.0,23.0,572.0,54.0,18,1584.0,2189.0,84.0,83.0,67.0,78.0,51.7,6.9,26,20.0,35.0,682.0,9.9,3.0,6.7,8,62.0,train
18,234,22.0,5.0,1.4,11.4,21.0,38,32,14.0,32.0,464.0,70.0,21,2534.0,5360.0,233.0,79.0,58.6,72.0,32.7,8.9,30,22.0,33.0,431.0,11.3,0.0,9.9,4,44.0,train
18,244,20.0,2.7,3.0,8.8,20.0,33,25,15.0,20.0,132.0,30.0,23,3283.0,3814.0,123.0,88.0,64.3,91.0,44.5,5.8,18,22.0,16.0,365.0,9.8,58.0,0.0,10,56.0,train
18,375,22.0,4.2,2.8,14.8,22.0,33,33,8.0,29.0,418.0,71.0,23,3470.0,3186.0,132.0,72.0,61.2,71.0,34.9,11.1,41,22.0,52.0,730.0,11.2,27.0,9.6,11,64.0,train
18,441,20.0,3.8,3.8,13.4,28.0,37,32,13.0,26.0,874.0,63.0,22,4455.0,1347.0,109.0,73.0,62.5,77.0,45.6,7.8,27,25.0,46.0,1498.0,10.8,50.0,7.5,10,47.0,train
18,498,16.0,3.1,2.7,12.0,18.0,32,26,14.0,16.0,733.0,41.0,18,1185.0,1602.0,54.0,81.0,66.7,69.0,66.7,7.2,29,22.0,47.0,794.0,10.8,0.0,14.7,11,56.0,train
18,500,24.0,2.7,2.9,11.0,24.0,35,28,7.0,32.0,242.0,55.0,19,2885.0,4517.0,97.0,78.0,60.4,71.0,38.0,8.7,28,20.0,44.0,226.0,11.0,43.0,5.0,9,64.0,train
18,569,29.0,4.5,1.7,12.9,29.0,36,37,15.0,31.0,612.0,83.0,25,3467.0,5383.0,159.0,81.0,51.4,63.0,33.9,11.9,43,22.0,46.0,87.0,11.5,0.0,4.8,6,59.0,train
18,636,27.0,5.8,4.4,9.2,32.0,32,33,12.0,28.0,157.0,70.0,21,7445.0,2527.0,96.0,80.0,59.5,79.0,38.9,7.3,28,25.0,32.0,100.0,10.9,24.0,0.0,8,67.0,train
18,752,25.0,4.2,2.9,10.9,22.0,34,31,14.0,26.0,729.0,68.0,21,1980.0,2558.0,67.0,82.0,62.8,70.0,38.8,7.0,30,25.0,48.0,596.0,10.2,10.0,5.5,5,61.0,train
18,782,20.0,3.9,3.6,9.7,21.0,32,29,14.0,12.0,285.0,46.0,23,1194.0,1370.0,77.0,81.0,65.3,67.0,55.7,6.8,28,23.0,41.0,598.0,10.5,0.0,10.2,4,51.0,train
18,864,16.0,3.4,2.9,9.7,22.0,29,25,21.0,16.0,623.0,40.0,20,3283.0,1748.0,72.0,78.0,64.8,74.0,60.9,5.5,21,20.0,37.0,794.0,10.3,9.0,11.7,9,52.0,train
18,865,19.0,3.6,3.4,9.4,22.0,36,31,15.0,23.0,591.0,47.0,23,2350.0,2390.0,99.0,84.0,62.2,79.0,44.4,5.3,23,20.0,33.0,226.0,10.4,0.0,9.3,10,52.0,train
18,914,22.0,4.0,2.8,9.7,16.0,34,31,12.0,20.0,969.0,26.0,22,1300.0,3231.0,92.0,85.0,66.9,85.0,63.1,8.7,32,20.0,47.0,500.0,11.5,0.0,8.5,16,50.0,train
18,920,20.0,4.3,3.8,8.3,24.0,31,30,16.0,27.0,199.0,50.0,20,6773.0,4638.0,87.0,82.0,66.3,79.0,54.1,7.0,17,22.0,30.0,377.0,10.8,5.0,10.1,5,55.0,train
18,950,18.0,2.7,2.9,14.0,23.0,37,35,12.0,31.0,1414.0,93.0,24,1730.0,3426.0,131.0,72.0,48.9,68.0,36.1,11.3,55,22.0,64.0,922.0,11.8,8.0,0.0,2,55.0,train
18,1064,25.0,5.2,4.0,11.9,21.0,38,36,6.0,27.0,987.0,74.0,22,2793.0,2609.0,80.0,79.0,58.1,62.0,33.1,13.7,41,25.0,52.0,541.0,11.8,7.0,0.0,14,65.0,train
18,1089,21.0,4.3,3.8,12.0,25.0,36,33,13.0,26.0,890.0,46.0,23,1979.0,3482.0,106.0,79.0,58.0,69.0,46.7,8.4,40,26.0,49.0,746.0,10.7,62.0,7.6,15,42.0,train
18,1176,20.0,3.6,3.3,13.0,22.0,32,30,12.0,17.0,966.0,57.0,23,1251.0,2045.0,92.0,80.0,63.8,71.0,53.6,7.7,41,24.0,48.0,471.0,11.6,15.0,9.7,19,55.0,train
18,1243,19.0,3.3,3.0,8.1,24.0,34,31,17.0,15.0,161.0,36.0,21,1156.0,3901.0,108.0,78.0,64.8,82.0,59.5,6.9,16,26.0,29.0,215.0,10.5,0.0,8.6,14,52.0,train
18,1250,12.0,2.6,4.0,12.4,14.0,32,31,12.0,29.0,395.0,64.0,20,3797.0,3817.0,106.0,81.0,66.2,59.0,39.4,9.0,33,21.0,39.0,316.0,10.7,6.0,4.4,6,54.0,train
18,1301,21.0,3.9,3.5,10.6,23.0,33,31,11.0,18.0,787.0,60.0,20,1208.0,2271.0,74.0,82.0,64.2,68.0,51.0,7.1,32,21.0,41.0,795.0,10.6,18.0,7.6,15,57.0,train
18,1309,21.0,4.8,2.4,14.1,23.0,35,33,13.0,34.0,1045.0,72.0,23,4527.0,4609.0,148.0,75.0,45.3,64.0,44.0,8.1,37,22.0,47.0,584.0,10.9,3.0,0.0,8,50.0,train
18,1322,21.0,3.7,3.2,11.9,21.0,36,30,9.0,26.0,791.0,65.0,24,1382.0,2420.0,130.0,82.0,58.7,72.0,38.5,10.1,37,28.0,41.0,263.0,11.6,23.0,4.8,5,44.0,train
18,1470,26.0,4.4,6.2,10.1,24.0,33,32,21.0,20.0,245.0,52.0,26,6134.0,3710.0,91.0,80.0,49.2,68.0,48.2,7.8,29,22.0,41.0,267.0,10.7,100.0,8.2,18,42.0,train
18,1471,17.0,3.6,3.1,10.0,20.0,33,29,19.0,16.0,273.0,39.0,15,3770.0,3813.0,96.0,83.0,69.7,79.0,54.7,6.7,18,17.0,40.0,285.0,10.5,0.0,13.3,15,55.0,train
18,1476,21.0,4.0,2.7,11.7,23.0,37,34,13.0,30.0,455.0,47.0,23,2801.0,1132.0,118.0,79.0,51.0,58.0,35.1,12.8,39,22.0,46.0,772.0,11.1,0.0,0.0,4,60.0,train
18,1478,21.0,3.8,4.3,11.2,20.0,39,32,15.0,24.0,490.0,52.0,19,2544.0,4626.0,87.0,79.0,64.3,64.0,52.2,9.3,25,22.0,44.0,259.0,10.6,1.0,10.9,14,60.0,train
18,1481,25.0,4.3,4.0,11.6,25.0,38,33,15.0,28.0,669.0,77.0,20,1575.0,3254.0,88.0,78.0,65.4,68.0,36.5,7.8,36,25.0,43.0,433.0,10.5,10.0,6.0,6,63.0,train
18,1486,24.0,4.4,3.5,11.6,27.0,36,30,19.0,25.0,529.0,54.0,21,7465.0,5884.0,75.0,80.0,58.9,70.0,37.7,6.9,33,23.0,45.0,558.0,10.4,4.0,5.7,3,54.0,train
18,1552,22.0,3.0,1.3,14.3,23.0,36,34,13.0,25.0,400.0,76.0,27,3283.0,3814.0,91.0,85.0,50.0,58.0,25.0,13.6,49,22.0,61.0,549.0,11.6,9.0,0.0,33,25.0,train
18,1553,22.0,4.1,3.8,10.5,23.0,39,33,20.0,25.0,463.0,62.0,21,2601.0,2361.0,83.0,84.0,63.9,71.0,38.6,5.4,28,27.0,39.0,594.0,10.2,0.0,9.8,12,51.0,train
18,1611,24.0,4.6,3.2,10.8,26.0,36,36,10.0,30.0,497.0,66.0,23,5691.0,7726.0,113.0,78.0,53.7,61.0,39.5,8.0,38,22.0,42.0,385.0,11.7,39.0,13.2,7,59.0,train
18,1630,20.0,4.6,3.3,8.8,25.0,36,29,14.0,23.0,755.0,70.0,19,3514.0,2198.0,178.0,77.0,55.9,81.0,52.1,7.7,21,19.0,28.0,430.0,10.3,0.0,1.9,15,62.0,train
18,1665,26.0,5.3,3.0,12.0,29.0,35,36,10.0,35.0,490.0,67.0,22,3362.0,4054.0,121.0,80.0,59.3,75.0,37.0,9.9,40,28.0,46.0,710.0,11.3,17.0,4.2,10,51.0,train
18,1679,19.0,3.8,2.8,12.6,26.0,36,32,9.0,19.0,650.0,64.0,21,1793.0,4247.0,104.0,82.0,56.8,73.0,39.5,7.9,32,22.0,49.0,264.0,11.4,9.0,2.4,10,66.0,train
18,1682,21.0,4.2,4.0,11.4,22.0,32,29,13.0,24.0,303.0,46.0,18,7984.0,8170.0,57.0,78.0,64.9,70.0,55.5,7.8,23,23.0,40.0,455.0,10.7,35.0,16.7,4,67.0,train
18,1683,23.0,3.6,3.2,10.2,30.0,32,33,15.0,28.0,405.0,51.0,24,5798.0,1203.0,250.0,80.0,60.9,75.0,33.0,15.8,34,22.0,38.0,549.0,12.0,0.0,8.6,3,67.0,train
18,1684,21.0,3.5,1.0,7.8,11.0,33,30,8.0,24.0,128.0,37.0,17,3126.0,4186.0,82.0,77.0,70.8,79.0,33.0,8.3,20,22.0,25.0,309.0,10.9,0.0,0.0,20,20.0,train
19,56,18.0,4.2,3.5,6.7,23.0,32,33,13.0,14.0,178.0,29.0,15,1120.0,2730.0,73.0,88.0,78.2,86.0,57.0,9.5,27,18.0,28.0,64.0,8.6,25.0,4.2,4,39.0,train
19,416,10.0,2.9,3.3,6.6,14.0,22,17,19.0,9.0,223.0,16.0,11,1331.0,1320.0,46.0,89.0,72.4,86.0,73.1,6.0,15,15.0,29.0,165.0,9.5,0.0,14.6,5,41.0,train
19,569,12.0,3.5,3.6,7.3,18.0,29,22,17.0,18.0,137.0,19.0,13,1331.0,2651.0,68.0,90.0,74.8,81.0,57.8,9.4,24,19.0,39.0,130.0,9.0,6.0,6.5,1,33.0,train
19,676,13.0,3.4,3.4,5.2,18.0,25,20,18.0,15.0,154.0,22.0,15,1331.0,2056.0,65.0,88.0,75.5,83.0,59.7,8.6,19,18.0,34.0,74.0,8.8,1.0,16.6,2,27.0,train
19,914,10.0,3.1,3.9,7.0,18.0,24,21,16.0,18.0,136.0,23.0,14,1331.0,2491.0,55.0,85.0,69.1,82.0,54.0,7.1,20,17.0,28.0,85.0,9.3,1.0,14.5,1,33.0,train
19,1182,16.0,4.0,4.1,7.0,24.0,28,25,18.0,21.0,128.0,27.0,14,1749.0,3446.0,64.0,88.0,76.7,84.0,50.7,9.7,24,20.0,31.0,130.0,9.3,4.0,3.5,3,32.0,train
19,1213,14.0,4.0,3.6,6.6,22.0,31,26,15.0,10.0,196.0,22.0,12,1331.0,1873.0,78.0,89.0,76.6,83.0,62.8,8.1,19,17.0,28.0,75.0,8.5,8.0,9.8,6,46.0,train
19,1237,17.0,4.5,4.1,6.8,24.0,34,25,16.0,16.0,103.0,30.0,13,1096.0,3553.0,60.0,88.0,76.4,85.0,49.8,10.4,30,21.0,28.0,130.0,8.6,21.0,11.4,2,24.0,train
19,1367,11.0,3.4,3.7,6.3,16.0,26,20,17.0,12.0,187.0,26.0,10,1466.0,1612.0,54.0,87.0,63.4,84.0,63.8,6.6,18,15.0,29.0,42.0,9.4,12.0,14.2,3,40.0,train
19,1459,17.0,4.4,4.3,7.8,26.0,35,27,16.0,18.0,193.0,37.0,13,1243.0,5883.0,72.0,90.0,71.2,79.0,50.3,10.4,27,20.0,33.0,100.0,8.8,1.0,3.8,4,42.0,train
19,1646,13.0,3.8,3.8,7.3,20.0,28,23,15.0,13.0,150.0,31.0,15,1437.0,3930.0,56.0,90.0,71.2,83.0,53.0,8.4,22,16.0,39.0,84.0,9.0,2.0,10.3,3,30.0,train
19,1665,17.0,4.1,3.8,5.9,23.0,31,31,18.0,25.0,146.0,36.0,17,1639.0,2802.0,87.0,81.0,68.7,83.0,54.4,10.7,31,20.0,33.0,279.0,8.7,16.0,9.1,5,36.0,train
19,1754,12.0,3.4,3.3,6.4,19.0,26,21,20.0,11.0,168.0,20.0,11,1297.0,2706.0,55.0,88.0,73.1,86.0,62.7,6.8,14,17.0,29.0,110.0,9.7,0.0,12.2,4,36.0,train
20,23,18.0,4.5,3.9,9.6,24.0,31,32,15.0,14.0,257.0,32.0,13,1745.0,1765.0,99.0,86.0,73.7,88.0,50.7,8.5,25,19.0,35.0,403.0,13.0,1.0,13.3,16,55.0,train
20,39,11.0,3.1,3.3,8.4,16.0,28,20,19.0,10.0,253.0,26.0,10,1441.0,1687.0,70.0,84.0,65.9,84.0,70.3,6.4,9,17.0,25.0,587.0,12.4,0.0,14.5,3,59.0,train
20,85,14.0,3.2,3.5,9.0,18.0,27,28,16.0,9.0,362.0,26.0,12,1042.0,1525.0,65.0,84.0,70.2,82.0,69.6,7.5,13,20.0,35.0,580.0,12.7,0.0,15.3,3,65.0,train
20,241,12.0,3.5,3.5,6.8,20.0,28,23,18.0,19.0,231.0,21.0,9,2020.0,2356.0,72.0,89.0,72.0,91.0,63.8,5.9,9,18.0,21.0,310.0,12.4,0.0,9.0,5,52.0,train
20,257,17.0,4.0,3.6,8.1,23.0,33,30,17.0,35.0,448.0,52.0,16,3674.0,1763.0,89.0,83.0,61.6,80.0,46.6,8.9,21,23.0,29.0,378.0,11.9,3.0,6.0,2,58.0,train
20,480,17.0,3.0,2.9,10.7,18.0,36,31,16.0,17.0,751.0,63.0,14,1814.0,3014.0,78.0,82.0,70.7,79.0,47.2,10.5,30,22.0,45.0,577.0,12.1,1.0,12.3,3,60.0,train
20,591,17.0,3.6,3.5,7.6,19.0,30,31,17.0,21.0,130.0,30.0,16,2005.0,2780.0,60.0,85.0,70.9,91.0,49.3,7.5,21,19.0,27.0,210.0,13.0,21.0,13.3,2,43.0,train
20,684,12.0,3.4,3.9,7.8,19.0,28,25,16.0,11.0,228.0,21.0,9,1645.0,1796.0,62.0,86.0,68.1,87.0,71.5,7.2,12,18.0,25.0,358.0,12.6,4.0,11.4,3,56.0,train
20,737,8.0,2.4,2.5,7.8,9.0,25,18,15.0,7.0,203.0,13.0,9,1920.0,1446.0,50.0,86.0,71.0,91.0,83.0,5.1,8,15.0,21.0,240.0,12.5,0.0,15.6,2,58.0,train
20,818,13.0,3.8,3.5,9.0,19.0,28,27,13.0,19.0,213.0,29.0,15,1063.0,3621.0,74.0,88.0,73.0,83.0,54.1,7.6,22,18.0,37.0,420.0,12.1,0.0,19.8,0,33.0,train
20,1057,9.0,2.5,2.6,8.1,9.0,18,17,13.0,6.0,211.0,21.0,13,1920.0,2122.0,42.0,85.0,68.0,87.0,77.4,5.2,9,19.0,24.0,215.0,12.5,0.0,13.8,1,57.0,train
20,1277,12.0,2.8,2.9,10.4,15.0,34,25,10.0,13.0,682.0,36.0,17,1836.0,1935.0,54.0,80.0,63.0,75.0,58.9,7.0,12,23.0,43.0,804.0,12.4,0.0,7.4,4,72.0,train
20,1287,10.0,3.1,2.8,7.5,18.0,28,24,23.0,14.0,211.0,22.0,11,2519.0,2841.0,55.0,86.0,70.8,90.0,62.1,6.9,12,16.0,27.0,279.0,12.1,0.0,10.4,3,45.0,train
20,1459,16.0,3.1,4.3,9.5,25.0,40,32,9.0,8.0,752.0,29.0,15,2943.0,2296.0,89.0,82.0,64.8,77.0,36.4,10.4,32,23.0,51.0,356.0,12.1,0.0,3.8,11,52.0,train
20,1535,13.0,3.1,3.2,7.0,12.0,26,23,15.0,15.0,315.0,30.0,14,1114.0,1366.0,54.0,84.0,77.7,88.0,61.3,7.7,17,15.0,33.0,294.0,12.1,0.0,21.1,2,37.0,train
20,1700,15.0,3.3,3.3,9.1,20.0,34,28,12.0,16.0,714.0,35.0,15,1372.0,1474.0,70.0,81.0,67.8,78.0,58.6,9.0,24,19.0,40.0,924.0,12.0,3.0,10.1,7,56.0,train
20,1732,14.0,3.1,3.5,7.0,19.0,31,25,19.0,15.0,389.0,32.0,15,1470.0,2007.0,55.0,87.0,73.8,92.0,61.3,12.2,23,18.0,31.0,509.0,12.0,0.0,19.4,4,37.0,train
20,86,19.0,3.7,4.0,12.7,25.0,31,31,16.0,9.0,1328.0,66.0,16,1920.0,2281.0,76.0,80.0,64.4,66.0,57.3,10.5,36,29.0,65.0,1542.0,12.6,1.0,5.6,1,65.0,train
21,95,9.0,2.6,3.3,7.1,15.0,18,18,18.0,9.0,168.0,17.0,6,1085.0,1195.0,47.0,90.0,79.0,88.0,68.5,8.2,15,15.0,30.0,466.0,10.2,17.0,21.3,9,34.0,train
21,137,13.0,3.8,3.4,7.9,18.0,24,23,21.0,11.0,282.0,24.0,5,1550.0,1492.0,54.0,91.0,74.7,83.0,61.3,7.3,20,20.0,35.0,426.0,10.1,1.0,9.2,6,31.0,train
21,193,15.0,3.7,3.8,8.3,21.0,29,29,20.0,9.0,234.0,26.0,6,1959.0,1862.0,83.0,90.0,76.7,86.0,58.6,10.0,16,22.0,34.0,603.0,10.2,11.0,14.0,5,46.0,train
21,488,9.0,3.7,3.4,5.3,15.0,19,19,28.0,7.0,103.0,10.0,8,1550.0,1857.0,63.0,86.0,76.3,93.0,70.5,7.3,14,20.0,29.0,217.0,10.2,28.0,42.2,4,21.0,train
21,532,13.0,3.1,3.1,7.7,15.0,24,22,19.0,6.0,311.0,24.0,6,1270.0,1328.0,75.0,89.0,76.8,83.0,67.5,7.8,17,18.0,32.0,353.0,10.0,2.0,16.0,5,48.0,train
21,569,11.0,3.6,3.3,7.1,19.0,25,19,19.0,8.0,184.0,20.0,5,1517.0,1693.0,59.0,90.0,75.9,81.0,63.0,6.7,17,19.0,33.0,358.0,9.9,35.0,11.2,5,40.0,train
21,672,15.0,3.7,3.8,8.7,19.0,29,26,19.0,8.0,606.0,42.0,6,1367.0,1528.0,72.0,87.0,74.5,72.0,56.1,9.2,25,22.0,44.0,697.0,10.0,12.0,8.2,5,45.0,train
21,1026,9.0,2.7,2.6,7.5,12.0,23,21,18.0,5.0,185.0,12.0,5,1550.0,1187.0,71.0,89.0,76.0,90.0,77.4,5.9,9,17.0,21.0,284.0,10.1,7.0,20.1,3,48.0,train
21,1085,6.0,2.6,2.2,6.3,16.0,23,20,20.0,7.0,413.0,16.0,8,2030.0,1276.0,42.0,78.0,73.8,88.0,69.0,6.8,10,18.0,23.0,471.0,10.0,86.0,19.7,2,27.0,train
21,1121,9.0,2.9,2.8,7.2,13.0,20,20,19.0,5.0,158.0,7.0,4,1550.0,1564.0,73.0,88.0,76.4,92.0,79.8,6.2,7,17.0,19.0,211.0,10.2,16.0,17.9,4,42.0,train
21,1247,11.0,3.2,3.8,7.7,19.0,23,21,21.0,9.0,286.0,18.0,5,1625.0,1586.0,85.0,88.0,74.9,88.0,67.2,7.8,11,19.0,25.0,443.0,10.3,29.0,19.0,6,43.0,train
21,1732,13.0,3.4,3.5,7.4,19.0,26,23,21.0,7.0,271.0,22.0,5,1550.0,1689.0,78.0,88.0,71.7,86.0,66.3,8.1,16,19.0,28.0,451.0,10.0,14.0,12.8,5,46.0,train
22,15,17.0,3.7,3.0,8.0,21.0,30,27,18.0,23.0,27.0,30.0,18,1817.0,1103.0,54.0,88.0,74.6,83.0,56.8,13.6,33,24.0,26.0,142.0,9.5,0.0,0.0,5,25.0,train
22,20,7.0,1.8,3.2,6.3,21.0,31,25,18.0,14.0,63.0,27.0,16,1916.0,2650.0,71.0,89.0,69.2,84.0,41.9,11.4,23,17.0,32.0,162.0,8.5,76.0,0.0,13,28.0,train
22,43,15.0,4.0,4.3,7.2,19.0,31,24,27.0,21.0,144.0,36.0,18,2614.0,3958.0,50.0,88.0,71.4,87.0,55.0,12.3,30,18.0,29.0,147.0,9.2,12.0,8.5,0,24.0,train
22,52,14.0,4.7,7.3,7.7,21.0,35,26,12.0,16.0,132.0,27.0,19,2268.0,2681.0,91.0,85.0,69.2,77.0,46.4,13.2,32,18.0,29.0,208.0,9.8,0.0,6.3,0,48.0,train
22,108,15.0,3.4,4.5,7.5,25.0,34,26,24.0,11.0,267.0,35.0,14,1737.0,1705.0,80.0,81.0,64.7,75.0,63.7,9.7,22,23.0,33.0,325.0,10.0,0.0,8.4,6,56.0,train
22,133,8.0,2.8,2.9,7.5,14.0,30,25,13.0,15.0,154.0,24.0,18,2503.0,3555.0,53.0,90.0,69.1,78.0,57.6,12.0,21,19.0,25.0,152.0,9.2,0.0,5.7,0,33.0,train
22,183,23.0,4.7,4.5,6.3,19.0,33,30,12.0,16.0,175.0,48.0,15,1806.0,2195.0,87.0,85.0,66.2,81.0,47.8,9.9,26,16.0,31.0,202.0,12.1,0.0,11.1,6,47.0,train
22,236,17.0,4.1,4.8,8.2,24.0,36,28,14.0,12.0,599.0,50.0,15,1659.0,1822.0,72.0,87.0,69.8,74.0,57.6,8.9,29,23.0,43.0,701.0,11.7,1.0,8.8,9,56.0,train
22,266,18.0,2.8,3.2,8.6,21.0,31,28,21.0,17.0,208.0,40.0,16,6526.0,6585.0,84.0,85.0,63.6,66.0,54.9,8.8,22,18.0,26.0,191.0,12.2,0.0,3.8,2,40.0,train
22,288,10.0,2.8,2.6,5.9,21.0,28,22,23.0,9.0,139.0,27.0,14,1177.0,2641.0,56.0,89.0,76.3,74.0,59.0,12.0,19,12.0,27.0,162.0,9.1,0.0,19.3,1,35.0,train
22,299,14.0,4.0,3.6,5.8,23.0,39,29,23.0,11.0,88.0,34.0,18,1449.0,2406.0,52.0,90.0,69.2,81.0,52.2,10.9,31,20.0,30.0,137.0,9.0,0.0,15.3,6,22.0,train
22,314,15.0,3.2,3.5,5.6,25.0,31,23,33.0,10.0,135.0,29.0,17,1678.0,1674.0,64.0,86.0,65.4,72.0,53.3,11.5,25,20.0,34.0,227.0,8.9,0.0,5.2,10,44.0,train
22,328,20.0,4.9,5.0,8.1,26.0,30,32,13.0,21.0,168.0,49.0,16,2383.0,4481.0,90.0,87.0,62.1,72.0,47.9,12.9,40,23.0,36.0,106.0,9.6,0.0,9.7,3,46.0,train
22,403,17.0,4.4,3.0,8.1,21.0,30,25,18.0,14.0,242.0,44.0,15,1080.0,2848.0,56.0,87.0,71.0,74.0,51.7,11.2,30,18.0,39.0,312.0,9.3,0.0,7.1,7,45.0,train
22,453,15.0,3.7,3.6,7.8,23.0,30,26,24.0,9.0,186.0,25.0,15,1426.0,1885.0,65.0,90.0,70.4,86.0,64.3,10.0,21,19.0,29.0,142.0,8.7,0.0,21.6,7,54.0,train
22,464,15.0,4.1,2.7,6.5,28.0,28,24,25.0,13.0,153.0,28.0,13,1187.0,1266.0,41.0,91.0,70.7,86.0,63.6,8.9,19,13.0,25.0,68.0,8.6,50.0,34.4,10,60.0,train
22,526,15.0,3.3,4.3,6.7,24.0,32,23,20.0,12.0,190.0,22.0,16,2123.0,1107.0,44.0,89.0,74.7,81.0,64.3,12.6,19,19.0,28.0,132.0,9.0,3.0,12.2,6,38.0,train
22,614,20.0,4.3,3.6,8.4,31.0,34,29,13.0,17.0,144.0,36.0,17,2855.0,4331.0,96.0,87.0,68.1,80.0,54.9,13.7,36,23.0,29.0,177.0,9.7,2.0,7.8,3,25.0,train
22,619,9.0,3.4,2.2,6.8,16.0,31,26,18.0,14.0,201.0,33.0,17,1263.0,2246.0,48.0,82.0,62.3,79.0,56.0,11.2,31,14.0,31.0,261.0,8.8,6.0,18.3,7,32.0,train
22,638,17.0,4.1,5.1,7.2,25.0,38,28,17.0,12.0,137.0,32.0,14,1697.0,3200.0,82.0,87.0,68.3,82.0,54.5,10.3,28,19.0,33.0,131.0,10.3,0.0,4.7,2,50.0,train
22,719,16.0,3.6,3.9,6.3,23.0,28,27,17.0,21.0,146.0,32.0,16,2914.0,4022.0,79.0,85.0,64.8,75.0,51.8,11.0,29,19.0,25.0,187.0,12.0,1.0,10.7,2,41.0,train
22,749,15.0,2.7,3.7,7.4,21.0,31,24,16.0,13.0,151.0,23.0,16,1652.0,2582.0,60.0,84.0,69.7,84.0,49.9,10.0,23,14.0,29.0,113.0,10.3,0.0,12.1,11,34.0,train
22,760,13.0,3.7,3.6,8.2,20.0,31,22,17.0,8.0,752.0,25.0,13,2123.0,1574.0,65.0,88.0,64.5,71.0,72.4,8.7,24,20.0,35.0,585.0,11.2,0.0,8.9,13,54.0,train
22,763,12.0,4.0,4.3,6.4,21.0,34,25,22.0,12.0,73.0,33.0,16,1842.0,1871.0,47.0,88.0,71.5,69.0,48.3,13.0,37,12.0,35.0,236.0,9.7,0.0,3.9,10,43.0,train
22,766,14.0,4.8,3.5,4.7,20.0,30,25,18.0,16.0,119.0,34.0,16,1686.0,2431.0,63.0,86.0,65.0,82.0,52.0,9.7,27,10.0,29.0,208.0,8.6,50.0,16.9,6,24.0,train
22,769,10.0,3.2,3.2,7.4,22.0,33,24,21.0,10.0,283.0,14.0,16,1953.0,2479.0,80.0,88.0,63.3,77.0,64.1,7.5,24,15.0,32.0,193.0,9.8,0.0,5.7,4,46.0,train
22,777,14.0,3.8,3.8,8.2,23.0,37,28,21.0,12.0,408.0,47.0,14,1906.0,2046.0,69.0,88.0,63.5,75.0,58.1,9.9,25,20.0,32.0,397.0,11.6,0.0,8.1,10,51.0,train
22,818,12.0,3.3,3.3,7.5,18.0,30,21,18.0,11.0,535.0,39.0,14,1129.0,1587.0,51.0,88.0,67.9,75.0,66.9,8.0,20,17.0,31.0,456.0,10.6,1.0,10.1,5,51.0,train
22,866,14.0,3.0,3.0,7.4,21.0,32,26,12.0,24.0,173.0,61.0,21,5758.0,1985.0,62.0,89.0,73.2,53.0,45.2,12.9,48,17.0,38.0,349.0,9.4,72.0,0.0,7,19.0,train
22,877,12.0,3.4,3.1,7.3,21.0,34,27,16.0,14.0,104.0,23.0,14,2449.0,2497.0,84.0,84.0,60.8,85.0,58.2,13.1,19,15.0,21.0,165.0,11.1,0.0,4.5,3,47.0,train
22,901,10.0,3.1,2.6,7.2,18.0,34,24,22.0,15.0,227.0,35.0,15,2850.0,2767.0,63.0,81.0,70.6,79.0,60.0,10.9,18,16.0,29.0,235.0,12.0,0.0,7.0,7,48.0,train
22,920,9.0,2.9,3.6,6.4,16.0,27,19,24.0,10.0,148.0,13.0,9,2319.0,1767.0,71.0,89.0,69.4,83.0,74.3,9.5,9,16.0,18.0,104.0,11.2,0.0,9.9,4,48.0,train
22,935,18.0,1.9,2.9,8.9,21.0,32,27,18.0,25.0,15.0,53.0,17,2123.0,2609.0,90.0,87.0,72.9,85.0,40.9,12.3,30,18.0,29.0,554.0,8.7,13.0,0.0,5,20.0,train
