Avg.Daily.Particulates,Chlamydia.Rate,County,Dentist.Ratio,FIPS,MV.Mortality.Rate,Mentally.Unhealthy.Days,Perc.Children.in.Poverty,Perc.Diabetic.Screening,Perc.Excessive.Drinking,Perc.Fair.Poor.Health,Perc.Fast.Foods,Perc.High.School.Grad,Perc.Limited.Access,Perc.Low.Birth.Weight,Perc.Mammography,Perc.No.Soc.Emo.Support,Perc.Obese,Perc.Physically.Inactive,Perc.Single.Parent.HH,Perc.Smokers,Perc.Some.College,Perc.Unemployed,Perc.Uninsured,Perc.pop.in.viol,Physically.Unhealthy.Days,Pr.Care.Physician.Ratio,Prev.Hosp.Stay.Rate,Rec.Facility.Rate,State,Teen.Birth.Rate,Violent.Crime.Rate,YPLL.Rate,source,FIPS1,FIPS2
11.0,35.0,944,2349.0,19119,15.0,1.0,13.0,90.0,16.0,7.0,33.0,97.0,5.0,6.0,66.0,12.0,27.0,28.0,13.0,20.0,66.0,3.0,12.0,0.0,2.0,3861.0,61.0,9.0,15,16.0,189.0,3945.0,train,19,119
10.0,340.0,952,3843.0,19123,13.0,2.0,18.0,85.0,9.0,11.0,48.0,89.0,8.0,7.0,67.0,14.0,28.0,30.0,29.0,15.0,60.0,6.0,11.0,0.0,3.0,1599.0,56.0,13.0,15,38.0,216.0,4732.0,train,19,123
10.0,156.0,968,1747.0,19125,12.0,2.0,12.0,89.0,11.0,10.0,47.0,92.0,3.0,7.0,73.0,13.0,32.0,25.0,21.0,19.0,70.0,6.0,9.0,0.0,3.0,1146.0,60.0,3.0,15,23.0,173.0,6488.0,train,19,125
9.0,126.0,1033,2238.0,19129,16.0,4.0,14.0,84.0,23.0,15.0,30.0,90.0,3.0,8.0,58.0,23.0,26.0,24.0,22.0,27.0,70.0,4.0,10.0,63.0,3.0,1673.0,79.0,13.0,15,27.0,242.0,9666.0,train,19,129
11.0,46.0,1042,2208.0,19131,18.0,2.0,16.0,84.0,16.0,4.0,25.0,98.0,6.0,5.0,74.0,17.0,26.0,29.0,19.0,18.0,66.0,5.0,12.0,0.0,2.0,3599.0,42.0,19.0,15,16.0,62.0,4856.0,train,19,131
10.0,97.0,1136,1844.0,19141,17.0,2.0,13.0,89.0,19.0,8.0,50.0,91.0,8.0,6.0,68.0,14.0,30.0,26.0,23.0,15.0,64.0,5.0,12.0,6.0,2.0,1798.0,65.0,21.0,15,37.0,95.0,6102.0,train,19,141
11.0,46.0,1168,6560.0,19143,26.0,3.0,15.0,86.0,19.0,12.0,25.0,97.0,5.0,5.0,70.0,15.0,31.0,26.0,18.0,16.0,59.0,5.0,14.0,0.0,3.0,3224.0,50.0,0.0,15,24.0,31.0,6470.0,train,19,143
9.0,107.0,1186,1338.0,19145,19.0,3.0,25.0,86.0,18.0,8.0,36.0,90.0,15.0,7.0,67.0,19.0,32.0,30.0,31.0,18.0,58.0,6.0,11.0,0.0,3.0,1327.0,66.0,19.0,15,37.0,140.0,7387.0,train,19,145
11.0,138.0,1188,9741.0,19147,21.0,2.0,15.0,86.0,19.0,11.0,35.0,93.0,9.0,7.0,71.0,17.0,28.0,27.0,18.0,16.0,70.0,5.0,12.0,4.0,4.0,1879.0,64.0,0.0,15,21.0,114.0,5187.0,train,19,147
10.0,164.0,1248,1856.0,19151,17.0,2.0,19.0,93.0,21.0,9.0,29.0,91.0,9.0,6.0,59.0,12.0,30.0,27.0,24.0,19.0,65.0,5.0,11.0,0.0,2.0,3641.0,87.0,0.0,15,29.0,40.0,6507.0,train,19,151
10.0,482.0,1251,1617.0,19153,9.0,3.0,18.0,89.0,19.0,11.0,47.0,86.0,6.0,7.0,69.0,16.0,28.0,24.0,30.0,19.0,72.0,6.0,10.0,2.0,3.0,2204.0,50.0,15.0,15,41.0,358.0,6303.0,train,19,153
9.0,342.0,1261,2386.0,19155,14.0,3.0,21.0,88.0,21.0,13.0,56.0,83.0,12.0,8.0,63.0,19.0,30.0,28.0,36.0,22.0,60.0,5.0,11.0,5.0,3.0,2171.0,75.0,9.0,15,42.0,636.0,7496.0,train,19,155
11.0,317.0,1265,2565.0,19157,18.0,3.0,15.0,89.0,17.0,10.0,32.0,90.0,5.0,6.0,63.0,12.0,31.0,26.0,27.0,17.0,64.0,6.0,10.0,0.0,3.0,1259.0,44.0,11.0,15,18.0,132.0,5299.0,train,19,157
10.0,77.0,1365,3524.0,19161,32.0,3.0,15.0,91.0,24.0,10.0,16.0,92.0,6.0,5.0,71.0,15.0,29.0,27.0,23.0,22.0,65.0,5.0,13.0,12.0,3.0,1724.0,110.0,10.0,15,19.0,52.0,5584.0,train,19,161
11.0,572.0,1415,1509.0,19163,9.0,3.0,21.0,87.0,24.0,10.0,49.0,83.0,3.0,7.0,66.0,13.0,27.0,21.0,34.0,19.0,73.0,7.0,10.0,1.0,3.0,1294.0,72.0,13.0,15,44.0,522.0,6442.0,train,19,163
9.0,140.0,1436,2065.0,19165,22.0,2.0,13.0,90.0,22.0,9.0,47.0,95.0,8.0,6.0,69.0,18.0,32.0,26.0,23.0,18.0,66.0,4.0,10.0,0.0,2.0,1739.0,73.0,0.0,15,19.0,14.0,5630.0,train,19,165
10.0,334.0,1512,2443.0,19169,9.0,2.0,13.0,93.0,19.0,7.0,50.0,94.0,8.0,6.0,81.0,11.0,26.0,20.0,20.0,12.0,88.0,5.0,10.0,0.0,2.0,1492.0,46.0,11.0,15,9.0,282.0,4653.0,train,19,169
11.0,355.0,1540,4535.0,19171,23.0,2.0,17.0,91.0,28.0,12.0,39.0,91.0,7.0,8.0,65.0,19.0,26.0,30.0,37.0,17.0,59.0,7.0,14.0,0.0,3.0,4435.0,52.0,11.0,15,38.0,210.0,5567.0,train,19,171
9.0,200.0,1611,3217.0,19175,20.0,2.0,22.0,87.0,12.0,9.0,39.0,94.0,5.0,8.0,75.0,11.0,30.0,29.0,35.0,16.0,60.0,6.0,11.0,0.0,2.0,1251.0,43.0,16.0,15,33.0,179.0,8378.0,train,19,175
11.0,53.0,1621,7656.0,19177,32.0,2.0,28.0,86.0,11.0,19.0,29.0,92.0,35.0,7.0,60.0,14.0,32.0,26.0,19.0,14.0,60.0,7.0,15.0,0.0,4.0,1889.0,88.0,0.0,15,32.0,118.0,5941.0,train,19,177
11.0,373.0,1655,1920.0,19179,19.0,3.0,26.0,87.0,14.0,18.0,53.0,82.0,11.0,7.0,66.0,13.0,29.0,27.0,33.0,20.0,51.0,8.0,12.0,0.0,4.0,1425.0,71.0,6.0,15,52.0,429.0,7466.0,train,19,179
10.0,182.0,1658,3203.0,19181,16.0,3.0,9.0,90.0,21.0,13.0,49.0,93.0,5.0,7.0,64.0,15.0,35.0,27.0,22.0,15.0,72.0,6.0,8.0,0.0,3.0,1929.0,46.0,9.0,15,20.0,163.0,6084.0,train,19,181
11.0,221.0,1665,2446.0,19183,16.0,4.0,18.0,88.0,16.0,12.0,27.0,85.0,2.0,6.0,64.0,15.0,31.0,24.0,19.0,18.0,64.0,5.0,13.0,53.0,3.0,1447.0,53.0,14.0,15,28.0,304.0,5627.0,train,19,183
10.0,471.0,1679,1687.0,19187,17.0,3.0,20.0,86.0,21.0,13.0,54.0,81.0,6.0,6.0,65.0,15.0,30.0,32.0,36.0,22.0,58.0,8.0,12.0,0.0,4.0,1578.0,74.0,16.0,15,41.0,467.0,8404.0,train,19,187
11.0,147.0,1719,1945.0,19191,11.0,2.0,13.0,92.0,20.0,6.0,20.0,96.0,3.0,6.0,67.0,17.0,25.0,23.0,17.0,11.0,71.0,5.0,10.0,0.0,2.0,1403.0,47.0,24.0,15,8.0,46.0,3896.0,train,19,191
10.0,466.0,1726,1749.0,19193,11.0,3.0,24.0,89.0,20.0,13.0,53.0,87.0,12.0,8.0,62.0,18.0,31.0,30.0,34.0,24.0,56.0,6.0,15.0,88.0,3.0,1677.0,62.0,11.0,15,51.0,342.0,6680.0,train,19,193
11.0,158.0,1733,3837.0,19195,19.0,2.0,15.0,91.0,11.0,10.0,33.0,99.0,1.0,5.0,71.0,12.0,29.0,26.0,25.0,18.0,65.0,7.0,11.0,0.0,2.0,3792.0,52.0,0.0,15,27.0,31.0,6291.0,train,19,195
11.0,204.0,1735,6696.0,19197,20.0,3.0,18.0,90.0,25.0,10.0,28.0,94.0,2.0,7.0,65.0,24.0,30.0,30.0,27.0,19.0,56.0,7.0,12.0,0.0,3.0,1884.0,74.0,8.0,15,49.0,114.0,6462.0,train,19,197
8.0,172.0,26,2288.0,20001,42.0,3.0,28.0,87.0,11.0,18.0,37.0,86.0,13.0,7.0,55.0,14.0,34.0,28.0,25.0,19.0,62.0,7.0,16.0,52.0,4.0,3337.0,95.0,0.0,16,49.0,359.0,8766.0,train,20,001
9.0,307.0,65,3044.0,20005,17.0,3.0,21.0,83.0,19.0,14.0,43.0,77.0,8.0,7.0,61.0,17.0,33.0,31.0,31.0,25.0,56.0,8.0,14.0,68.0,3.0,1876.0,64.0,12.0,16,37.0,270.0,7115.0,train,20,005
10.0,82.0,92,3242.0,20007,52.0,2.0,18.0,83.0,12.0,10.0,30.0,98.0,4.0,7.0,67.0,9.0,35.0,35.0,39.0,24.0,70.0,4.0,18.0,0.0,2.0,2351.0,144.0,21.0,16,38.0,143.0,5522.0,train,20,007
10.0,289.0,102,2181.0,20009,13.0,3.0,23.0,88.0,15.0,17.0,30.0,81.0,8.0,8.0,76.0,16.0,34.0,28.0,23.0,19.0,59.0,5.0,20.0,0.0,4.0,1845.0,84.0,11.0,16,44.0,382.0,7511.0,train,20,009
9.0,224.0,173,5192.0,20011,27.0,4.0,30.0,92.0,9.0,20.0,50.0,80.0,8.0,8.0,55.0,20.0,35.0,27.0,26.0,19.0,68.0,8.0,16.0,0.0,5.0,1685.0,86.0,0.0,16,61.0,331.0,7899.0,train,20,011
9.0,82.0,296,3736.0,20019,27.0,3.0,30.0,86.0,6.0,14.0,38.0,89.0,8.0,7.0,47.0,16.0,29.0,27.0,34.0,30.0,51.0,8.0,22.0,0.0,3.0,2351.0,85.0,27.0,16,41.0,556.0,12789.0,train,20,019
10.0,210.0,344,5012.0,20029,25.0,3.0,19.0,93.0,15.0,16.0,33.0,86.0,12.0,8.0,80.0,23.0,31.0,25.0,30.0,16.0,58.0,5.0,17.0,0.0,3.0,3175.0,102.0,21.0,16,39.0,284.0,8754.0,train,20,029
9.0,279.0,403,2046.0,20037,22.0,3.0,27.0,83.0,15.0,17.0,39.0,81.0,14.0,8.0,59.0,17.0,35.0,28.0,28.0,20.0,67.0,8.0,18.0,0.0,3.0,1631.0,99.0,8.0,16,41.0,403.0,8059.0,train,20,037
10.0,101.0,448,3028.0,20039,27.0,2.0,20.0,89.0,13.0,12.0,33.0,87.0,8.0,7.0,67.0,16.0,31.0,29.0,34.0,23.0,63.0,4.0,20.0,88.0,3.0,1473.0,156.0,0.0,16,40.0,178.0,12351.0,train,20,039
9.0,239.0,476,8381.0,20043,27.0,4.0,20.0,85.0,15.0,17.0,22.0,56.0,21.0,6.0,59.0,10.0,35.0,29.0,30.0,15.0,61.0,8.0,16.0,1.0,3.0,3977.0,82.0,0.0,16,21.0,281.0,5780.0,train,20,043
9.0,384.0,482,1935.0,20045,8.0,3.0,14.0,87.0,19.0,12.0,50.0,83.0,4.0,6.0,73.0,14.0,27.0,19.0,27.0,17.0,82.0,6.0,18.0,0.0,3.0,1308.0,34.0,8.0,16,13.0,416.0,4984.0,train,20,045
11.0,66.0,512,3085.0,20047,27.0,2.0,20.0,76.0,11.0,13.0,38.0,93.0,5.0,8.0,74.0,15.0,34.0,29.0,24.0,15.0,45.0,4.0,19.0,21.0,4.0,1525.0,67.0,0.0,16,52.0,228.0,10791.0,train,20,047
9.0,104.0,517,2918.0,20049,27.0,2.0,26.0,89.0,3.0,18.0,33.0,91.0,50.0,9.0,48.0,16.0,32.0,29.0,29.0,18.0,62.0,7.0,23.0,44.0,5.0,2878.0,66.0,35.0,16,49.0,78.0,10326.0,train,20,049
11.0,373.0,521,1474.0,20051,15.0,2.0,16.0,78.0,23.0,9.0,52.0,87.0,6.0,6.0,77.0,15.0,31.0,25.0,20.0,18.0,72.0,3.0,14.0,0.0,3.0,1497.0,77.0,11.0,16,25.0,269.0,5569.0,train,20,051
10.0,62.0,522,3749.0,20053,27.0,3.0,15.0,84.0,13.0,13.0,25.0,79.0,11.0,6.0,56.0,10.0,35.0,26.0,30.0,11.0,47.0,4.0,15.0,0.0,4.0,2171.0,121.0,0.0,16,20.0,216.0,6519.0,train,20,053
11.0,381.0,562,2675.0,20057,24.0,2.0,20.0,88.0,12.0,16.0,33.0,84.0,14.0,6.0,68.0,23.0,33.0,29.0,24.0,15.0,39.0,4.0,22.0,0.0,3.0,1549.0,82.0,12.0,16,75.0,499.0,6769.0,train,20,057
9.0,698.0,597,1095.0,20061,15.0,3.0,26.0,83.0,14.0,17.0,50.0,77.0,13.0,8.0,63.0,18.0,29.0,29.0,35.0,26.0,68.0,8.0,14.0,1.0,4.0,2207.0,72.0,6.0,16,73.0,545.0,9347.0,train,20,061
11.0,128.0,636,3965.0,20067,35.0,2.0,18.0,85.0,15.0,13.0,21.0,75.0,4.0,8.0,63.0,17.0,34.0,21.0,23.0,17.0,50.0,4.0,20.0,0.0,3.0,1963.0,114.0,0.0,16,75.0,199.0,6877.0,train,20,067
10.0,149.0,689,1540.0,20077,49.0,2.0,23.0,82.0,9.0,12.0,50.0,75.0,7.0,5.0,49.0,23.0,28.0,34.0,32.0,20.0,62.0,5.0,19.0,6.0,3.0,2011.0,127.0,0.0,16,46.0,174.0,7950.0,train,20,077
11.0,376.0,696,3242.0,20081,51.0,2.0,17.0,88.0,13.0,11.0,38.0,83.0,39.0,5.0,57.0,16.0,31.0,28.0,14.0,18.0,39.0,4.0,22.0,0.0,3.0,2138.0,58.0,0.0,16,53.0,266.0,8342.0,train,20,081
9.0,223.0,777,3404.0,20085,33.0,3.0,16.0,85.0,14.0,12.0,36.0,88.0,4.0,7.0,58.0,16.0,32.0,28.0,24.0,27.0,63.0,7.0,16.0,0.0,4.0,1348.0,81.0,0.0,16,38.0,285.0,7919.0,train,20,085
9.0,173.0,782,6455.0,20087,26.0,3.0,13.0,88.0,19.0,12.0,43.0,92.0,4.0,7.0,66.0,10.0,38.0,24.0,20.0,19.0,61.0,8.0,14.0,18.0,4.0,1594.0,48.0,0.0,16,27.0,175.0,6428.0,train,20,087
10.0,130.0,789,3102.0,20089,27.0,2.0,20.0,83.0,10.0,13.0,38.0,97.0,11.0,7.0,71.0,16.0,34.0,28.0,11.0,16.0,65.0,4.0,20.0,0.0,4.0,3075.0,93.0,0.0,16,40.0,266.0,6820.0,train,20,089
10.0,115.0,833,4017.0,20095,28.0,2.0,18.0,86.0,12.0,18.0,40.0,79.0,9.0,7.0,64.0,14.0,31.0,32.0,27.0,14.0,70.0,5.0,15.0,11.0,3.0,7845.0,66.0,26.0,16,27.0,154.0,5624.0,train,20,095
9.0,231.0,860,3674.0,20099,23.0,4.0,30.0,84.0,15.0,20.0,33.0,87.0,6.0,8.0,59.0,19.0,32.0,33.0,33.0,21.0,64.0,9.0,15.0,0.0,3.0,1198.0,52.0,5.0,16,62.0,605.0,9409.0,train,20,099
9.0,295.0,894,3076.0,20103,15.0,3.0,14.0,83.0,16.0,12.0,57.0,81.0,5.0,8.0,56.0,13.0,32.0,25.0,28.0,19.0,64.0,8.0,11.0,6.0,3.0,2732.0,73.0,4.0,16,35.0,530.0,6388.0,train,20,103
10.0,218.0,922,1406.0,20109,27.0,4.0,16.0,86.0,13.0,11.0,38.0,91.0,6.0,7.0,58.0,16.0,32.0,32.0,29.0,18.0,69.0,3.0,19.0,0.0,3.0,2351.0,97.0,36.0,16,40.0,203.0,11813.0,train,20,109
9.0,356.0,944,1754.0,20111,17.0,3.0,25.0,90.0,14.0,13.0,44.0,81.0,3.0,7.0,69.0,20.0,31.0,25.0,30.0,16.0,56.0,6.0,21.0,0.0,3.0,1602.0,82.0,9.0,16,39.0,298.0,6018.0,train,20,111
10.0,202.0,1005,2004.0,20113,18.0,2.0,12.0,92.0,13.0,9.0,38.0,86.0,7.0,6.0,73.0,12.0,31.0,25.0,19.0,14.0,63.0,5.0,13.0,0.0,3.0,1387.0,60.0,7.0,16,27.0,176.0,6300.0,train,20,113
9.0,71.0,968,4460.0,20115,37.0,3.0,17.0,89.0,15.0,13.0,29.0,90.0,8.0,7.0,72.0,14.0,31.0,30.0,19.0,18.0,61.0,6.0,16.0,24.0,2.0,4219.0,49.0,0.0,16,18.0,154.0,6626.0,train,20,115
9.0,188.0,972,2053.0,20117,21.0,2.0,17.0,92.0,21.0,15.0,28.0,96.0,4.0,7.0,66.0,20.0,34.0,28.0,19.0,20.0,54.0,5.0,15.0,2.0,3.0,2021.0,75.0,10.0,16,26.0,96.0,6523.0,train,20,117
11.0,22.0,1006,4714.0,20119,27.0,3.0,14.0,88.0,12.0,10.0,25.0,90.0,19.0,5.0,64.0,15.0,31.0,25.0,20.0,17.0,55.0,4.0,20.0,0.0,2.0,4595.0,126.0,0.0,16,40.0,393.0,6147.0,train,20,119
9.0,149.0,1024,4185.0,20121,18.0,3.0,12.0,88.0,14.0,12.0,45.0,88.0,3.0,7.0,63.0,16.0,30.0,26.0,24.0,14.0,70.0,8.0,12.0,0.0,3.0,2189.0,60.0,6.0,16,30.0,172.0,6537.0,train,20,121
10.0,141.0,1042,2199.0,20123,22.0,1.0,17.0,97.0,14.0,11.0,38.0,93.0,6.0,5.0,59.0,10.0,28.0,26.0,19.0,16.0,67.0,4.0,14.0,43.0,2.0,1270.0,92.0,16.0,16,21.0,272.0,7818.0,train,20,123
11.0,129.0,1097,3180.0,20135,55.0,2.0,18.0,88.0,13.0,15.0,33.0,95.0,6.0,7.0,78.0,18.0,28.0,28.0,24.0,18.0,50.0,3.0,18.0,0.0,3.0,1036.0,78.0,0.0,16,37.0,168.0,7688.0,train,20,135
8.0,258.0,1166,5494.0,20139,39.0,3.0,17.0,88.0,14.0,18.0,21.0,91.0,4.0,7.0,71.0,16.0,35.0,29.0,30.0,26.0,62.0,9.0,14.0,4.0,4.0,8145.0,44.0,0.0,16,40.0,206.0,8403.0,train,20,139
10.0,181.0,1167,1973.0,20141,27.0,3.0,22.0,91.0,14.0,10.0,38.0,97.0,10.0,7.0,67.0,20.0,32.0,28.0,21.0,13.0,60.0,4.0,18.0,30.0,2.0,1282.0,75.0,0.0,16,34.0,192.0,4779.0,train,20,141
11.0,186.0,1201,4004.0,20145,27.0,3.0,18.0,80.0,11.0,13.0,50.0,80.0,5.0,9.0,66.0,20.0,34.0,30.0,33.0,21.0,64.0,5.0,16.0,0.0,3.0,1396.0,76.0,0.0,16,38.0,359.0,8553.0,train,20,145
10.0,71.0,1225,1901.0,20147,33.0,3.0,17.0,81.0,18.0,9.0,44.0,94.0,9.0,7.0,68.0,15.0,34.0,27.0,31.0,17.0,65.0,5.0,17.0,0.0,2.0,1878.0,98.0,0.0,16,24.0,80.0,6774.0,train,20,147
10.0,40.0,1304,2546.0,20153,27.0,2.0,16.0,86.0,13.0,7.0,38.0,100.0,12.0,7.0,64.0,13.0,33.0,29.0,30.0,10.0,59.0,4.0,21.0,80.0,3.0,1253.0,120.0,0.0,16,40.0,80.0,9155.0,train,20,153
10.0,336.0,1314,2256.0,20155,19.0,3.0,19.0,91.0,13.0,12.0,60.0,84.0,9.0,7.0,73.0,14.0,33.0,23.0,31.0,20.0,59.0,6.0,15.0,5.0,3.0,1537.0,59.0,6.0,16,44.0,485.0,7495.0,train,20,155
10.0,154.0,1350,5248.0,20163,41.0,3.0,17.0,96.0,8.0,13.0,31.0,91.0,6.0,7.0,76.0,11.0,30.0,28.0,27.0,21.0,64.0,6.0,20.0,17.0,3.0,1294.0,51.0,0.0,16,30.0,78.0,6544.0,train,20,163
11.0,91.0,1359,3390.0,20165,43.0,2.0,19.0,79.0,17.0,12.0,33.0,95.0,39.0,7.0,59.0,16.0,29.0,28.0,20.0,20.0,67.0,5.0,17.0,5.0,3.0,3323.0,76.0,0.0,16,32.0,165.0,7018.0,train,20,165
10.0,258.0,1361,3536.0,20167,27.0,3.0,21.0,68.0,11.0,13.0,40.0,83.0,9.0,8.0,62.0,17.0,32.0,30.0,22.0,20.0,58.0,5.0,19.0,5.0,3.0,3491.0,83.0,0.0,16,40.0,410.0,7724.0,train,20,167
10.0,493.0,1372,1845.0,20169,9.0,3.0,22.0,91.0,15.0,14.0,61.0,81.0,5.0,8.0,79.0,17.0,34.0,25.0,33.0,18.0,62.0,6.0,17.0,1.0,3.0,1327.0,42.0,11.0,16,57.0,370.0,7059.0,train,20,169
11.0,61.0,1415,2528.0,20171,51.0,2.0,14.0,94.0,10.0,7.0,50.0,93.0,1.0,7.0,64.0,18.0,29.0,25.0,4.0,17.0,63.0,4.0,16.0,100.0,3.0,1650.0,129.0,40.0,16,52.0,265.0,8103.0,train,20,171
9.0,536.0,1421,1911.0,20173,13.0,3.0,21.0,86.0,15.0,13.0,54.0,72.0,9.0,8.0,66.0,16.0,30.0,23.0,33.0,20.0,64.0,8.0,17.0,2.0,3.0,1267.0,48.0,8.0,16,55.0,696.0,7590.0,train,20,173
11.0,322.0,1427,3916.0,20175,30.0,2.0,22.0,77.0,10.0,21.0,48.0,78.0,22.0,6.0,60.0,21.0,36.0,29.0,30.0,11.0,34.0,5.0,25.0,0.0,4.0,1771.0,78.0,4.0,16,94.0,465.0,7900.0,train,20,175
9.0,434.0,1434,1773.0,20177,10.0,3.0,20.0,90.0,15.0,13.0,55.0,78.0,10.0,8.0,71.0,17.0,33.0,24.0,39.0,19.0,64.0,7.0,15.0,0.0,3.0,1320.0,59.0,8.0,16,50.0,451.0,7769.0,train,20,177
10.0,130.0,1453,1960.0,20183,27.0,1.0,20.0,87.0,10.0,10.0,17.0,94.0,12.0,7.0,71.0,8.0,31.0,34.0,24.0,11.0,61.0,4.0,18.0,8.0,2.0,1288.0,60.0,0.0,16,23.0,111.0,6473.0,train,20,183
10.0,23.0,1490,4492.0,20185,42.0,4.0,20.0,76.0,13.0,16.0,38.0,86.0,10.0,7.0,55.0,16.0,33.0,34.0,21.0,24.0,63.0,5.0,23.0,45.0,5.0,2211.0,62.0,0.0,16,36.0,250.0,7506.0,train,20,185
10.0,112.0,1521,3063.0,20191,20.0,3.0,19.0,83.0,13.0,16.0,56.0,90.0,8.0,8.0,62.0,16.0,34.0,29.0,20.0,21.0,61.0,7.0,15.0,53.0,4.0,3012.0,45.0,0.0,16,40.0,280.0,8028.0,train,20,191
11.0,167.0,1583,3059.0,20195,27.0,4.0,14.0,82.0,13.0,13.0,43.0,77.0,8.0,7.0,84.0,16.0,33.0,31.0,10.0,20.0,63.0,4.0,18.0,0.0,4.0,2351.0,248.0,0.0,16,29.0,114.0,5764.0,train,20,195
9.0,128.0,1639,3242.0,20197,23.0,3.0,13.0,84.0,19.0,11.0,14.0,92.0,19.0,5.0,67.0,14.0,32.0,26.0,20.0,13.0,68.0,7.0,15.0,0.0,3.0,3523.0,57.0,14.0,16,23.0,254.0,5650.0,train,20,197
9.0,104.0,1665,5912.0,20201,27.0,2.0,16.0,89.0,24.0,11.0,38.0,94.0,17.0,6.0,69.0,21.0,33.0,25.0,10.0,16.0,70.0,5.0,18.0,52.0,3.0,2899.0,82.0,0.0,16,18.0,58.0,5685.0,train,20,201
8.0,181.0,1712,4761.0,20205,30.0,4.0,25.0,84.0,14.0,21.0,29.0,85.0,5.0,8.0,58.0,21.0,35.0,27.0,36.0,23.0,47.0,10.0,18.0,26.0,3.0,1343.0,95.0,0.0,16,60.0,229.0,7737.0,train,20,205
9.0,687.0,1737,2792.0,20209,15.0,4.0,40.0,81.0,15.0,20.0,55.0,65.0,14.0,8.0,57.0,26.0,38.0,33.0,47.0,26.0,45.0,10.0,24.0,0.0,4.0,1610.0,69.0,3.0,16,81.0,601.0,10125.0,train,20,209
13.0,359.0,4,6556.0,21001,29.0,5.0,38.0,81.0,9.0,35.0,44.0,80.0,4.0,9.0,47.0,28.0,36.0,39.0,27.0,33.0,50.0,10.0,23.0,0.0,6.0,2326.0,218.0,5.0,17,42.0,57.0,7968.0,train,21,001
13.0,376.0,84,4195.0,21007,40.0,6.0,25.0,87.0,4.0,23.0,14.0,86.0,3.0,12.0,63.0,17.0,32.0,34.0,20.0,28.0,52.0,10.0,17.0,0.0,7.0,8263.0,106.0,0.0,17,56.0,149.0,9387.0,train,21,007
14.0,259.0,97,3059.0,21009,26.0,4.0,31.0,85.0,9.0,25.0,57.0,88.0,3.0,9.0,53.0,23.0,29.0,31.0,29.0,27.0,47.0,10.0,19.0,0.0,5.0,1504.0,75.0,5.0,17,63.0,122.0,8499.0,train,21,009
13.0,302.0,106,1172.0,21011,30.0,5.0,38.0,89.0,15.0,28.0,57.0,81.0,0.0,9.0,51.0,27.0,33.0,36.0,33.0,34.0,47.0,12.0,19.0,0.0,5.0,1162.0,94.0,0.0,17,84.0,118.0,13081.0,train,21,011
13.0,436.0,123,2471.0,21013,31.0,6.0,51.0,79.0,10.0,33.0,71.0,76.0,13.0,10.0,48.0,25.0,36.0,33.0,38.0,28.0,37.0,13.0,20.0,1.0,7.0,1913.0,252.0,7.0,17,70.0,129.0,13418.0,train,21,013
13.0,185.0,173,1684.0,21017,26.0,4.0,29.0,86.0,6.0,19.0,68.0,79.0,3.0,10.0,58.0,19.0,35.0,37.0,34.0,28.0,49.0,9.0,21.0,86.0,3.0,1248.0,90.0,0.0,17,53.0,167.0,10287.0,train,21,017
13.0,305.0,178,1731.0,21019,17.0,5.0,30.0,86.0,8.0,25.0,64.0,83.0,11.0,11.0,65.0,19.0,36.0,34.0,35.0,25.0,60.0,9.0,17.0,65.0,6.0,2989.0,99.0,8.0,17,56.0,268.0,10006.0,train,21,019
13.0,377.0,180,4273.0,21023,29.0,4.0,26.0,88.0,10.0,24.0,18.0,77.0,0.0,8.0,49.0,24.0,34.0,32.0,32.0,37.0,41.0,11.0,18.0,11.0,5.0,8506.0,100.0,0.0,17,51.0,53.0,9454.0,train,21,023
12.0,50.0,188,3551.0,21025,49.0,5.0,47.0,86.0,6.0,34.0,63.0,68.0,3.0,9.0,37.0,25.0,40.0,35.0,46.0,31.0,35.0,10.0,18.0,83.0,7.0,1542.0,210.0,0.0,17,53.0,118.0,16736.0,train,21,025
13.0,150.0,189,6792.0,21027,28.0,5.0,31.0,87.0,10.0,25.0,23.0,85.0,4.0,8.0,63.0,23.0,34.0,33.0,27.0,33.0,40.0,10.0,21.0,0.0,4.0,3345.0,153.0,0.0,17,46.0,56.0,9688.0,train,21,027
13.0,245.0,213,3253.0,21029,15.0,5.0,17.0,88.0,9.0,21.0,67.0,81.0,7.0,9.0,68.0,21.0,34.0,34.0,31.0,26.0,53.0,11.0,15.0,0.0,6.0,4965.0,86.0,11.0,17,32.0,130.0,6615.0,train,21,029
14.0,422.0,239,2515.0,21035,22.0,3.0,24.0,86.0,11.0,20.0,40.0,90.0,5.0,7.0,63.0,23.0,29.0,24.0,25.0,26.0,66.0,8.0,19.0,83.0,4.0,1962.0,106.0,8.0,17,23.0,142.0,7277.0,train,21,035
13.0,337.0,246,2671.0,21037,11.0,5.0,18.0,83.0,21.0,16.0,47.0,72.0,6.0,9.0,58.0,19.0,28.0,27.0,30.0,24.0,65.0,9.0,14.0,0.0,4.0,1968.0,85.0,12.0,17,40.0,229.0,7306.0,train,21,037
13.0,118.0,255,5165.0,21039,36.0,3.0,28.0,88.0,5.0,16.0,54.0,74.0,2.0,9.0,70.0,15.0,32.0,31.0,21.0,15.0,50.0,8.0,20.0,0.0,5.0,2552.0,106.0,0.0,17,43.0,29.0,9815.0,train,21,039
